"forras","operativ_program","program","varos","nyertes","leiras","datum","osszeg","Jogallas","Megye","Kisterseg","Lako_nepesseg","roma_onkormanyzat","tipus","ev"
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Pétfürdő","""MECHAPLAN 97"" Gépészeti Tervező és Szolgáltató Korlátolt Felelősségű Társaság","Technológiai eszközök beszerzése és infrastrukturális felújítás a Mechaplan'97 Kft. pétfürdői telephelyén",2015-05-14,10.167089,"nagyközség","Veszprém","Várpalotai","4752","nincs","nem_hatranyos_helyzetu",2015
"KEHOP-2.2.2-15","KEHOP","Felhívás a fejlesztési kötelezettséggel rendelkező települések számára szennyvízelvezetéssel és -kezeléssel kapcsolatos fejlesztések megvalósítására","Pétfürdő","NFP Nemzeti Fejlesztési Programiroda Nonprofit Korlátolt Felelősségű Társaság","Pétfürdő nagyközség szennyvíztisztításának fejlesztése",2016-05-24,333.999972,"nagyközség","Veszprém","Várpalotai","4752","nincs","nem_hatranyos_helyzetu",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Pétfürdő","PÉTFÜRDŐ NAGYKÖZÉG ÖNKORMÁNYZATA","PÉTFÜRDŐ NAGYKÖZÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,7,"nagyközség","Veszprém","Várpalotai","4752","nincs","nem_hatranyos_helyzetu",2016
"KEHOP-5.2.3-16","KEHOP","Egyházak épületenergetikai fejlesztései megújuló energiaforrás hasznosításának lehetőségével","Pétfürdő","KOLPING OKTATÁSI ÉS SZOCIÁLIS INTÉZMÉNYFENNTARTÓ SZERVEZET","Energiahatékonysági fejlesztések a KOSZISZ intézményeiben",2016-12-19,180,"nagyközség","Veszprém","Várpalotai","4752","nincs","nem_hatranyos_helyzetu",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Pócsmegyer","PÓCSMEGYER KÖZSÉG ÖNKORMÁNYZAT","PÓCSMEGYER KÖZSÉG ÖNKORMÁNYZAT ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6,"község","Pest","Szentendrei","2047","nincs","nem_hatranyos_helyzetu",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Pócspetri","ESZTERGAKÉS GYÁRTÓ KORLÁTOLT FELELŐSSÉGü TÁRSASÁG","Kapacitásbővítő beruházás az Esztergakés Kft-nél",2016-01-22,22.7325,"község","Szabolcs-Szatmár-Bereg","Nyírbátori","1685","van","LHHK",2016
"GINOP-5.2.4-16","GINOP","Gyakornoki program pályakezdők támogatására","Pócspetri","Mikula István egyéni vállalkozó","Gyakornok foglalkoztatása Mikula István egyéni vállalkozónál",2017-02-16,3.0176,"község","Szabolcs-Szatmár-Bereg","Nyírbátori","1685","van","LHHK",2017
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Pókaszepetk","PÓKASZEPETK KÖZSÉG ÖNKORMÁNYZATA","PÓKASZEPETK KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,5.995153,"község","Zala","Zalaegerszegi","912","van","nem_hatranyos_helyzetu",2016
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Pókaszepetk","Nők Pókaszepetkért Egyesület","""Társadalmi szerepvállalás erősítése a közösségek fejlesztésével"" a Nők Pókaszepetkért Egyesület megvalósításában",2017-02-08,24.957746,"község","Zala","Zalaegerszegi","912","van","nem_hatranyos_helyzetu",2017
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Pölöske","TRENDO-BÚTOR Bútorgyártó és Értékesítő Korlátolt Felelősségű Társaság","A Trendo-Bútor Kft. termelési kapacitásának bővítése",2015-07-23,13.148304,"község","Zala","Zalaegerszegi","800","van","HH",2015
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Pölöske","Rixa-terra Ingatlanhasznosító, Kereskedelmi és Szolgáltató Korlátolt Feleősségű Társaság","Fűrészárugyártás fejlesztése aprítógép beszerzésével.",2016-03-24,39.7908,"község","Zala","Zalaegerszegi","800","van","HH",2016
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Püspökladány","RAPID-95. Alkatrészgyárto és Kereskedelmi Korlátolt Felelősségü Társaság","A Rapid-95. Kft termelési kapacitásainak bővítése",2015-05-04,23.643083,"város","Hajdú-Bihar","Püspökladányi","14511","van","LHH",2015
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Püspökladány","F.M.F. Fém- és Műanyagfeldolgozó Korlátolt Felelősségű Társaság","F.M.F. Kft. gyártó kapacitásának bővítése",2015-11-11,77.837981,"város","Hajdú-Bihar","Püspökladányi","14511","van","LHH",2015
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Püspökladány","""FINCSI 2000"" Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Exportképes magas feldolgozottságú és nagy hozzáadott értékkel rendelkező édesipari termék gyártásának kapacitásbővítése",2015-12-22,495.034647,"város","Hajdú-Bihar","Püspökladányi","14511","van","LHH",2015
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Püspökladány","""NORTON-4"" Termelő, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Géppark bővítése a Norton-4 Kft.-nél",2016-01-15,31.2137,"város","Hajdú-Bihar","Püspökladányi","14511","van","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Püspökladány","RAPID-95. Alkatrészgyárto és Kereskedelmi Korlátolt Felelősségü Társaság","A Rapid-95. Kft kapacitásbővítő beruházása eszközbeszerzés által",2016-03-30,33.680565,"város","Hajdú-Bihar","Püspökladányi","14511","van","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Püspökladány","UL-GÉP Termelő és Szolgátató Korlátolt Felelősségű Társaság","Gépbeszerzés az UL-GÉP Kft.-nél",2016-05-27,7.394744,"város","Hajdú-Bihar","Püspökladányi","14511","van","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Püspökladány","Rácz László egyéni vállalkozó","Rácz László egyéni vállalkozó Püspökladány Ürmöshát Kültelek 0 szám alatti pálinkafőzdéje termelési kapacitásának növelése technológiai fejlesztéssel.",2016-07-07,21.552433,"város","Hajdú-Bihar","Püspökladányi","14511","van","LHH",2016
"KEHOP-5.2.2-16","KEHOP","Középületek kiemelt épületenergetikai fejlesztései","Püspökladány","Nemzeti Fejlesztési és Stratégiai Intézet Korlátolt Felelősségű Társaság","Hajdú-Bihar Megyei Rendőr-főkapitányság épületeinek energetikai fejlesztése",2016-10-06,130,"város","Hajdú-Bihar","Püspökladányi","14511","van","LHH",2016
"EFOP-1.2.1-15","EFOP","Védőháló a családokért","Püspökladány","""NAPFÉNYES"" Támogató Szociális Egyesület","""Családi erőforrás központ kialakítása Püspökladányban""",2016-12-22,37.33493,"város","Hajdú-Bihar","Püspökladányi","14511","van","LHH",2016
"EFOP-1.2.1-15","EFOP","Védőháló a családokért","Püspökladány","„ADD A KEZED”Püspökladányi Nagycsaládosok Egyesülete","Kiegyensúlyozott család- Kiegyensúlyozott társadalom",2016-12-22,39.87078,"város","Hajdú-Bihar","Püspökladányi","14511","van","LHH",2016
"EFOP-3.3.1-15","EFOP","Tanoda programok támogatása","Rakaca","Miskolci Egyházmegye","RAKACÁN PARAKLISZ TANODA",2016-09-27,30,"község","Borsod-Abaúj-Zemplén","Edelényi","841","van","LHHK",2016
"EFOP-3.3.1-15","EFOP","Tanoda programok támogatása","Rakacaszend","Miskolci Egyházmegye","Istenszülő Oltalma Tanoda",2016-09-27,30,"község","Borsod-Abaúj-Zemplén","Edelényi","336","van","LHHK",2016
"GINOP-1.2.1-15","GINOP","Mikro, kis- és középvállalkozások termelési kapacitásainak bővítése","Rakamaz","A.T.T. Acélszerkezet Gyártó és Szolgáltató Korlátolt Felelősségű Társaság","Fémmegmunkálási technológia fejlesztés az A.T.T Kft-nél",2016-01-13,199.971187,"város","Szabolcs-Szatmár-Bereg","Nyíregyházi","4338","van","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Rakamaz","ReMat Hulladékhasznosító Zrt.","Termelési kapacitás bővítése a ReMat Zrt. rakamazi telephelyén",2016-01-15,24.084156,"város","Szabolcs-Szatmár-Bereg","Nyíregyházi","4338","van","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Rakamaz","ALANEX Termelő, Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Alanex Kft. termelési hatékonyságának növelése ",2016-01-19,21.1918,"város","Szabolcs-Szatmár-Bereg","Nyíregyházi","4338","van","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Rakamaz","A.T.T. Acélszerkezet Gyártó és Szolgáltató Korlátolt Felelősségű Társaság","Fémmegmunkálást korszerűsítő beruházás az A.T.T Kft-nél",2016-01-20,36.821188,"város","Szabolcs-Szatmár-Bereg","Nyíregyházi","4338","van","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Rakamaz","""ESZTRA-KER"" Esztergáló és Kereskedelmi Korlátolt Felelősségű Társaság","Eszközbeszerzés az ""ESZTRA-KER"" Kft.-nél",2016-05-25,12.91752,"város","Szabolcs-Szatmár-Bereg","Nyíregyházi","4338","van","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Rakamaz","""KORNIS ÉS FIAI"" Sütőipari Betéti Társaság","Pékség korszerűsítése eszközbeszerzéssel",2016-05-31,6.318088,"város","Szabolcs-Szatmár-Bereg","Nyíregyházi","4338","van","LHH",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Rakamaz","Rakamaz Város Önkormányzata","Rakamaz Város Önkormányzata ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6.994074,"város","Szabolcs-Szatmár-Bereg","Nyíregyházi","4338","van","LHH",2016
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Recsk","MEDAL HUNGARY Bútor Kereskedelmi Korlátolt Felelősségű Társaság","A MEDAL HUNGARY Kft. termelési kapacitásának bővítése",2015-07-23,56.932851,"nagyközség","Heves","Pétervásárai","2627","van","LHH",2015
"KEHOP-2.2.2-15","KEHOP","Felhívás a fejlesztési kötelezettséggel rendelkező települések számára szennyvízelvezetéssel és -kezeléssel kapcsolatos fejlesztések megvalósítására","Recsk","NFP Nemzeti Fejlesztési Programiroda Nonprofit Korlátolt Felelősségű Társaság","Recsk és térsége szennyvízcsatorna-hálózatának és szennyvíztisztító telepének bővítése, korszerűsítése",2015-12-09,759.176238,"nagyközség","Heves","Pétervásárai","2627","van","LHH",2015
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Recsk","Gyémánt Profil Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság","A Gyémánt Profil Kft. kapacitásbővítése",2016-01-15,32.60747,"nagyközség","Heves","Pétervásárai","2627","van","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Recsk","Szinter Profil Szolgáltató Korlátolt Felelősségű Társaság","Kapacitásbővítő beruházás a Szinter Profil Kft.-nél",2016-01-19,10,"nagyközség","Heves","Pétervásárai","2627","van","LHH",2016
"EFOP-3.3.1-15","EFOP","Tanoda programok támogatása","Recsk","Hét Kútforrás Szociális Alapítvány","Érckő Tanoda",2016-09-27,29.999556,"nagyközség","Heves","Pétervásárai","2627","van","LHH",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Recsk","RECSK NAGYKÖZSÉGI ÖNKORMÁNYZAT","RECSK NAGYKÖZSÉGI ÖNKORMÁNYZAT ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6.99409,"nagyközség","Heves","Pétervásárai","2627","van","LHH",2016
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Recsk","Recski Hely- és Bányászattörténeti Alapítvány","Együttműködés és közösségfejlesztés a recski közéletben",2017-02-08,23.6308,"nagyközség","Heves","Pétervásárai","2627","van","LHH",2017
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Rimóc","RIMÓC KÖZSÉG ÖNKORMÁNYZATA","RIMÓC KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,7,"község","Nógrád","Szécsényi","1846","van","LHH",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Rinyaújlak","GAZDA TRANS Fuvarozási Korlátolt Felelősségű Társaság","A Gazda Trans Kft. infrastrukturális és eszközfejlesztése",2016-05-24,13.983554,"község","Somogy","Barcsi","265","nincs","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Rinyaújnép","MBP-Plusz Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság","Bútorgyártás fejlesztése az MBP-Plusz Kft-nél.",2016-01-19,12.665,"község","Somogy","Barcsi","51","nincs","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Rohod","Kliebert Gusztáv egyéni vállalkozó","Gépbeszerzés fűrészárugyártáshoz",2016-05-27,12.78536,"község","Szabolcs-Szatmár-Bereg","Baktalórántházai","1213","van","LHHK",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Rohod","SKC Trade House Korlátolt Felelősségű Társaság","Kapacitásbővítés az SKC Trade-House Kft-nél",2016-07-08,35.623,"község","Szabolcs-Szatmár-Bereg","Baktalórántházai","1213","van","LHHK",2016
"EFOP-1.2.1-15","EFOP","Védőháló a családokért","Romhány","Tárt Karokkal Alapítvány","Védőháló a romhányi családokért",2016-12-22,39.912591,"község","Nógrád","Rétsági","2034","van","nem_hatranyos_helyzetu",2016
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Rozsály","GREIFER PRESS KERESKEDELMI ÉS SZOLGÁLTATÓ BETÉTI TÁRSASÁG","A Greifer Press Bt. versenyképességének növelése új eszközök beszerzésével",2016-03-25,11.165,"község","Szabolcs-Szatmár-Bereg","Fehérgyarmati","780","van","LHHK",2016
"EFOP-3.3.1-15","EFOP","Tanoda programok támogatása","Rozsály","Rozsály Községért Jóléti Szolgálat Helyi Alapítvány","""Amilyen az ifjúság olyan a jövő"" - Erdőhát Tanoda",2016-09-27,27.7954,"község","Szabolcs-Szatmár-Bereg","Fehérgyarmati","780","van","LHHK",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Rudabánya","RUDABÁNYA VÁROS ÖNKORMÁNYZATA","RUDABÁNYA VÁROS ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,6.999277,"város","Borsod-Abaúj-Zemplén","Kazincbarcikai","2458","nincs","HH",2016
"GINOP-1.2.1-14","GINOP","Mikro-, kis- és középvállalkozások termelési kapacitásainak bővítése","Rudolftelep","Rimóczi és Társa Szűrőbetéteket Gyártó, Tervező és Szolgáltató Korlátolt Felelősségű Társaság","Rimóczi és Társa Kft. kapacitásfejlesztése Rudolftelepen",2015-05-15,35.122019,"község","Borsod-Abaúj-Zemplén","Kazincbarcikai","732","nincs","HH",2015
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Rudolftelep","Rimóczi és Társa Szűrőbetéteket Gyártó, Tervező és Szolgáltató Korlátolt Felelősségű Társaság","Technológiafejlesztés a Rimóczi és Társa Kft.-nél",2016-01-19,14.676007,"község","Borsod-Abaúj-Zemplén","Kazincbarcikai","732","nincs","HH",2016
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Rudolftelep","Szárnyaskerék Miskolci Kulturális Egyesület","Társadalmi összetartozás erősítése a Szárnyaskerék Miskolci Kulturális Egyesület közösségfejlesztő programja által",2017-02-08,24.972488,"község","Borsod-Abaúj-Zemplén","Kazincbarcikai","732","nincs","HH",2017
"GINOP-1.2.2-15","GINOP","Mikro-kis és középvállalkozások kapacitásbővítő beruházásainak támogatása","Ruzsa","Lila Tanya Gyógynövény-feldolgozó Korlátolt Felelősségű Társaság","Illóolaj-lepárló berendezés telepítése",2016-05-31,19.94048,"község","Csongrád","Mórahalmi","2440","nincs","LHH",2016
"KÖFOP-1.2.1-VEKOP-16","KÖFOP","Csatlakoztatási konstrukció az önkormányzati ASP rendszer országos kiterjesztéséhez ","Ruzsa","RUZSA KÖZSÉG ÖNKORMÁNYZATA","RUZSA KÖZSÉG ÖNKORMÁNYZATA ASP KÖZPONTHOZ VALÓ CSATLAKOZÁSA",2016-11-17,7,"község","Csongrád","Mórahalmi","2440","nincs","LHH",2016
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Ruzsa","Ruzsai Iskolai Egyesület ","Társadalmi szerepvállalás erősítése a Ruzsai Iskolai Egyesület közreműködésével",2017-02-07,24.950216,"község","Csongrád","Mórahalmi","2440","nincs","LHH",2017
"EFOP-1.3.5-16","EFOP","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével","Ruzsa","Az Intelligens Faluért Egyesület","Társadalmi szerepvállalás erősítése a közösségek fejlesztésével Az Intelligens Faluért Egyesület közreműködésével",2017-02-08,24.904394,"község","Csongrád","Mórahalmi","2440","nincs","LHH",2017
"KEHOP-2.2.2-15","KEHOP","Felhívás a fejlesztési kötelezettséggel rendelkező települések számára szennyvízelvezetéssel és -kezeléssel kapcsolatos fejlesztések megvalósítására","Rábacsécsény","NFP Nemzeti Fejlesztési Programiroda Nonprofit Korlátolt Felelősségű Társaság","Rábacsécsény Község szennyvíztisztításának korszerűsítése",2016-05-24,303,"község","Győr-Moson-Sopron","Téti","565","nincs","nem_hatranyos_helyzetu",2016
